Latitude,Longitude
47 12 4.58,-107 12 9.11
47 12 44.64,-107 12 10.92
47 12 43.48,-107 12 12.72
47 12 42.32,-107 12 14.51
47 12 41.15,-107 12 16.31
47 12 39.97,-107 12 18.11
47 12 38.77,-107 12 19.92
47 12 37.52,-107 12 21.73
47 12 36.25,-107 12 23.54
47 12 34.94,-107 12 25.36
47 12 3.36,-107 12 27.18
47 12 32.24,-107 12 2.9
47 12 30.84,-107 12 30.81
47 12 29.42,-107 12 32.63
47 12 27.98,-107 12 34.44
47 12 26.53,-107 12 36.23
47 12 25.08,-107 12 38.01
47 12 23.61,-107 12 39.77
47 12 22.15,-107 12 4.15
47 12 20.68,-107 12 43.23
47 12 19.21,-107 12 44.94
47 12 17.74,-107 12 46.64
47 12 16.26,-107 12 48.33
47 12 14.78,-107 12 50
47 12 1.33,-107 12 51.66
47 12 11.83,-107 12 53.33
47 12 10.35,-107 12 54.98
47 12 8.89,-107 12 56.62
47 12 7.46,-107 12 58.25
47 12 6.04,-107 12 59.88
47 12 4.63,-107 12 6.15
47 12 3.24,-107 12 63.14
47 12 1.85,-107 12 64.81
47 12 4.8,-107 12 6.65
47 11 99.11,-107 12 68.23
47 11 97.75,-107 12 70.01
47 11 9.64,-107 12 71.84
47 11 95.06,-107 12 73.71
47 11 93.72,-107 12 7.56
47 11 92.39,-107 12 77.53
47 11 91.07,-107 12 7.95
47 11 89.76,-107 12 81.53
47 11 88.45,-107 12 83.59
47 11 87.15,-107 12 85.68
47 11 85.87,-107 12 87.79
47 11 8.46,-107 12 89.91
47 11 83.34,-107 12 92.04
47 11 82.11,-107 12 94.16
47 11 8.09,-107 12 96.28
47 11 7.97,-107 12 98.42
47 11 78.51,-107 13 5.9
47 11 77.34,-107 13 2.77
47 11 76.19,-107 13 4.95
47 11 75.06,-107 13 7.12
47 11 73.95,-107 13 9.27
47 11 72.83,-107 13 11.43
47 11 7.17,-107 13 13.58
47 11 70.56,-107 13 15.74
47 11 69.39,-107 13 17.89
47 11 6.82,-107 13 20.03
47 11 67.01,-107 13 22.14
47 11 65.82,-107 13 24.23
47 11 64.64,-107 13 2.63
47 11 63.47,-107 13 28.36
47 11 6.23,-107 13 3.04
47 11 61.12,-107 13 32.44
47 11 59.95,-107 13 34.46
47 11 58.77,-107 13 36.47
47 11 57.59,-107 13 38.48
47 11 56.41,-107 13 40.49
47 11 55.24,-107 13 4.25
47 11 54.06,-107 13 44.52
47 11 5.29,-107 13 46.54
47 11 51.75,-107 13 48.57
47 11 50.61,-107 13 50.62
47 11 49.48,-107 13 52.69
47 11 48.37,-107 13 54.78
47 11 47.26,-107 13 56.89
47 11 46.16,-107 13 59.01
47 11 45.05,-107 13 61.15
47 11 43.95,-107 13 63.29
47 11 42.85,-107 13 65.45
47 11 41.75,-107 13 67.61
47 11 40.65,-107 13 69.78
47 11 39.54,-107 13 71.95
47 11 38.44,-107 13 74.13
47 11 37.34,-107 13 76.32
47 11 36.26,-107 13 78.49
47 11 35.19,-107 13 80.64
47 11 34.14,-107 13 82.78
47 11 3.31,-107 13 84.92
47 11 32.07,-107 13 87.06
47 11 31.05,-107 13 8.92
47 11 30.04,-107 13 91.35
47 11 29.05,-107 13 93.49
47 11 28.06,-107 13 95.62
47 11 27.09,-107 13 97.74
47 11 26.13,-107 13 99.86
47 11 25.18,-107 14 1.99
47 11 24.22,-107 14 4.12
47 11 23.27,-107 14 6.25
47 11 22.33,-107 14 8.39
47 11 21.38,-107 14 10.55
47 11 20.44,-107 14 1.27
47 11 1.95,-107 14 14.88
47 11 18.55,-107 14 17.07
47 11 17.61,-107 14 19.26
47 11 16.68,-107 14 21.47
47 11 15.74,-107 14 23.66
47 11 1.48,-107 14 25.84
47 11 13.87,-107 14 28.01
47 11 12.93,-107 14 30.17
47 11 11.99,-107 14 32.33
47 11 11.05,-107 14 34.49
47 11 1.01,-107 14 36.64
47 11 9.16,-107 14 38.81
47 11 8.21,-107 14 40.98
47 11 7.25,-107 14 43.16
47 11 6.29,-107 14 45.35
47 11 5.32,-107 14 47.52
47 11 4.35,-107 14 4.97
47 11 3.37,-107 14 51.88
47 11 2.39,-107 14 54.05
47 11 1.41,-107 14 56.21
47 11 4.4,-107 14 58.37
47 10 99.48,-107 14 60.52
47 10 98.51,-107 14 62.67
47 10 97.55,-107 14 64.82
47 10 96.59,-107 14 66.96
47 10 95.64,-107 14 6.91
47 10 94.68,-107 14 71.25
47 10 93.72,-107 14 73.39
47 10 92.77,-107 14 75.54
47 10 91.81,-107 14 77.68
47 10 90.85,-107 14 79.81
47 10 89.88,-107 14 81.94
47 10 88.92,-107 14 84.07
47 10 87.96,-107 14 86.19
47 10 87.01,-107 14 88.31
47 10 86.07,-107 14 90.41
47 10 85.12,-107 14 9.25
47 10 84.17,-107 14 94.58
47 10 83.22,-107 14 96.65
47 10 82.27,-107 14 98.72
47 10 81.32,-107 15 7.9
47 10 80.38,-107 15 2.84
47 10 79.43,-107 15 4.89
47 10 78.48,-107 15 6.94
47 10 77.54,-107 15 8.98
47 10 76.61,-107 15 11.03
47 10 75.67,-107 15 13.08
47 10 74.74,-107 15 15.15
47 10 7.38,-107 15 17.23
47 10 72.88,-107 15 19.32
47 10 71.97,-107 15 21.43
47 10 71.06,-107 15 23.55
47 10 70.15,-107 15 25.69
47 10 69.25,-107 15 27.84
47 10 68.34,-107 15 30.02
47 10 67.43,-107 15 32.24
47 10 66.52,-107 15 34.48
47 10 65.61,-107 15 36.73
47 10 64.69,-107 15 38.98
47 10 63.78,-107 15 41.24
47 10 62.86,-107 15 43.49
47 10 61.93,-107 15 45.75
47 10 61.01,-107 15 48.02
47 10 60.07,-107 15 50.27
47 10 59.13,-107 15 52.51
47 10 58.17,-107 15 54.75
47 10 57.21,-107 15 56.99
47 10 56.26,-107 15 59.23
47 10 55.32,-107 15 61.47
47 10 54.38,-107 15 63.72
47 10 53.45,-107 15 65.96
47 10 52.53,-107 15 6.82
47 10 51.61,-107 15 70.44
47 10 50.69,-107 15 72.68
47 10 49.78,-107 15 74.92
47 10 48.86,-107 15 77.15
47 10 47.93,-107 15 79.36
47 10 4.7,-107 15 81.57
47 10 46.07,-107 15 83.78
47 10 45.14,-107 15 85.97
47 10 44.22,-107 15 88.14
47 10 4.33,-107 15 90.32
47 10 42.37,-107 15 92.51
47 10 41.45,-107 15 9.47
47 10 40.53,-107 15 96.89
47 10 39.61,-107 15 99.07
47 10 3.87,-107 16 1.25
47 10 37.79,-107 16 3.43
47 10 36.87,-107 16 5.59
47 10 35.96,-107 16 7.75
47 10 35.05,-107 16 9.9
47 10 34.15,-107 16 12.04
47 10 33.24,-107 16 14.19
47 10 32.34,-107 16 16.32
47 10 31.44,-107 16 18.45
47 10 30.54,-107 16 20.59
47 10 29.64,-107 16 22.73
47 10 28.74,-107 16 24.89
47 10 27.85,-107 16 27.07
47 10 26.95,-107 16 29.27
47 10 26.05,-107 16 31.47
47 10 25.16,-107 16 33.69
47 10 24.27,-107 16 35.93
47 10 23.39,-107 16 3.82
47 10 22.53,-107 16 40.48
47 10 21.66,-107 16 42.79
47 10 2.08,-107 16 4.51
47 10 19.93,-107 16 4.74
47 10 19.08,-107 16 49.69
47 10 18.24,-107 16 51.98
47 10 17.42,-107 16 54.27
47 10 16.59,-107 16 56.57
47 10 15.74,-107 16 58.86
47 10 14.89,-107 16 61.15
47 10 14.04,-107 16 63.44
47 10 13.18,-107 16 65.74
47 10 12.34,-107 16 68.03
47 10 1.15,-107 16 70.33
47 10 10.65,-107 16 72.63
47 10 9.8,-107 16 74.93
47 10 8.94,-107 16 77.23
47 10 8.09,-107 16 79.53
47 10 7.24,-107 16 81.83
47 10 6.4,-107 16 84.13
47 10 5.57,-107 16 86.42
47 10 4.74,-107 16 88.72
47 10 3.91,-107 16 9.1
47 10 3.08,-107 16 93.29
47 10 2.24,-107 16 95.58
47 10 1.4,-107 16 97.88
47 10 5.6,-107 17 1.7
47 9 99.72,-107 17 2.45
47 9 98.87,-107 17 4.74
47 9 98.03,-107 17 7.02
47 9 97.18,-107 17 9.29
47 9 96.33,-107 17 11.54
47 9 95.48,-107 17 13.79
47 9 94.64,-107 17 16.03
47 9 93.79,-107 17 18.28
47 9 92.94,-107 17 20.53
47 9 9.21,-107 17 22.78
47 9 91.26,-107 17 25.03
47 9 90.42,-107 17 27.27
47 9 89.59,-107 17 29.52
47 9 88.75,-107 17 31.76
47 9 87.92,-107 17 34.01
47 9 87.08,-107 17 36.26
47 9 86.26,-107 17 38.51
47 9 85.43,-107 17 40.76
47 9 8.46,-107 17 43.02
47 9 83.78,-107 17 45.29
47 9 82.97,-107 17 47.55
47 9 82.16,-107 17 4.98
47 9 81.34,-107 17 52.05
47 9 80.52,-107 17 54.29
47 9 79.69,-107 17 56.52
47 9 78.87,-107 17 58.74
47 9 78.04,-107 17 60.95
47 9 7.72,-107 17 63.14
47 9 76.36,-107 17 65.31
47 9 75.51,-107 17 67.46
47 9 74.68,-107 17 69.61
47 9 73.85,-107 17 71.74
47 9 73.01,-107 17 73.86
47 9 72.17,-107 17 75.97
47 9 71.33,-107 17 78.08
47 9 7.05,-107 17 80.17
47 9 69.67,-107 17 82.26
47 9 68.83,-107 17 84.35
47 9 67.98,-107 17 86.44
47 9 67.12,-107 17 88.53
47 9 66.25,-107 17 90.62
47 9 65.38,-107 17 92.72
47 9 6.45,-107 17 94.83
47 9 63.63,-107 17 96.96
47 9 62.76,-107 17 99.08
47 9 61.89,-107 18 1.21
47 9 61.02,-107 18 3.36
47 9 60.15,-107 18 5.52
47 9 59.29,-107 18 7.69
47 9 58.43,-107 18 9.89
47 9 57.58,-107 18 1.21
47 9 56.72,-107 18 14.32
47 9 55.87,-107 18 16.56
47 9 55.01,-107 18 1.88
47 9 54.15,-107 18 21.05
47 9 53.28,-107 18 23.29
47 9 5.24,-107 18 25.53
47 9 5.15,-107 18 27.77
47 9 5.06,-107 18 30.01
47 9 4.97,-107 18 32.25
47 9 48.79,-107 18 34.49
47 9 47.89,-107 18 36.72
47 9 46.98,-107 18 38.96
47 9 46.06,-107 18 4.12
47 9 45.14,-107 18 43.43
47 9 44.21,-107 18 45.66
47 9 43.28,-107 18 47.89
47 9 42.35,-107 18 50.13
47 9 41.42,-107 18 52.37
47 9 4.05,-107 18 5.46
47 9 39.58,-107 18 56.82
47 9 38.66,-107 18 59.03
47 9 37.74,-107 18 61.22
47 9 36.83,-107 18 6.34
47 9 35.91,-107 18 65.56
47 9 34.99,-107 18 67.69
47 9 34.07,-107 18 69.78
47 9 33.15,-107 18 71.84
47 9 32.23,-107 18 73.87
47 9 31.32,-107 18 75.87
47 9 3.04,-107 18 77.83
47 9 29.48,-107 18 79.76
47 9 28.54,-107 18 81.67
47 9 27.59,-107 18 83.56
47 9 26.62,-107 18 85.43
47 9 25.64,-107 18 87.31
47 9 24.63,-107 18 89.18
47 9 23.59,-107 18 91.06
47 9 22.52,-107 18 92.93
47 9 21.41,-107 18 94.81
47 9 20.28,-107 18 96.69
47 9 19.13,-107 18 98.57
47 9 17.95,-107 19 4.4
47 9 16.76,-107 19 2.31
47 9 15.55,-107 19 4.19
47 9 14.33,-107 19 6.06
47 9 13.11,-107 19 7.93
47 9 1.19,-107 19 9.8
47 9 1.07,-107 19 11.67
47 9 9.5,-107 19 13.54
47 9 8.29,-107 19 15.41
47 9 7.09,-107 19 17.27
47 9 5.88,-107 19 19.14
47 9 4.67,-107 19 21.01
47 9 3.45,-107 19 22.87
47 9 2.25,-107 19 24.72
47 9 1.04,-107 19 26.58
47 8 99.83,-107 19 28.43
47 8 98.62,-107 19 30.29
47 8 97.42,-107 19 32.14
47 8 96.21,-107 19 3.4
47 8 94.99,-107 19 35.86
47 8 93.78,-107 19 37.73
47 8 92.58,-107 19 39.61
47 8 91.37,-107 19 41.49
47 8 90.17,-107 19 43.37
47 8 88.97,-107 19 45.26
47 8 87.77,-107 19 47.15
47 8 86.57,-107 19 49.04
47 8 85.38,-107 19 50.92
47 8 84.19,-107 19 5.28
47 8 82.99,-107 19 54.68
47 8 81.79,-107 19 56.56
47 8 8.06,-107 19 58.44
47 8 7.94,-107 19 60.33
47 8 7.82,-107 19 62.21
47 8 7.7,-107 19 64.09
47 8 75.79,-107 19 65.97
47 8 74.58,-107 19 67.83
47 8 73.36,-107 19 69.69
47 8 72.15,-107 19 71.56
47 8 70.94,-107 19 73.42
47 8 69.72,-107 19 75.29
47 8 68.49,-107 19 77.16
47 8 67.28,-107 19 79.05
47 8 66.06,-107 19 80.94
47 8 64.85,-107 19 82.86
47 8 63.65,-107 19 84.82
47 8 62.44,-107 19 86.82
47 8 61.23,-107 19 88.86
47 8 60.02,-107 19 90.93
47 8 58.82,-107 19 93.03
47 8 57.63,-107 19 95.15
47 8 56.44,-107 19 9.73
47 8 55.26,-107 19 99.47
47 8 54.08,-107 20 1.67
47 8 5.29,-107 20 3.9
47 8 51.74,-107 20 6.14
47 8 50.59,-107 20 8.39
47 8 49.48,-107 20 10.64
47 8 4.84,-107 20 12.88
47 8 47.35,-107 20 15.12
47 8 46.33,-107 20 17.36
47 8 45.33,-107 20 19.59
47 8 44.35,-107 20 21.83
47 8 4.34,-107 20 24.06
47 8 42.47,-107 20 26.28
47 8 41.57,-107 20 28.49
47 8 4.07,-107 20 30.71
47 8 39.84,-107 20 32.93
47 8 38.98,-107 20 35.15
47 8 38.12,-107 20 37.36
47 8 37.25,-107 20 39.58
47 8 36.37,-107 20 4.18
47 8 35.48,-107 20 44.02
47 8 3.46,-107 20 46.25
47 8 33.72,-107 20 48.49
47 8 32.85,-107 20 50.73
47 8 31.97,-107 20 52.97
47 8 31.11,-107 20 55.22
47 8 30.25,-107 20 57.47
47 8 29.39,-107 20 59.72
47 8 28.53,-107 20 61.97
47 8 27.67,-107 20 64.23
47 8 2.68,-107 20 66.48
47 8 25.93,-107 20 68.71
47 8 25.05,-107 20 70.94
47 8 24.18,-107 20 73.16
47 8 2.33,-107 20 75.36
47 8 22.43,-107 20 77.55
47 8 21.56,-107 20 79.76
47 8 20.68,-107 20 81.99
47 8 19.81,-107 20 84.25
47 8 18.93,-107 20 86.55
47 8 18.06,-107 20 88.89
47 8 17.18,-107 20 91.26
47 8 1.63,-107 20 93.67
47 8 15.41,-107 20 96.11
47 8 14.53,-107 20 98.58
47 8 13.65,-107 21 1.06
47 8 12.78,-107 21 3.57
47 8 11.91,-107 21 6.09
47 8 11.07,-107 21 8.62
47 8 10.27,-107 21 11.17
47 8 9.51,-107 21 13.72
47 8 8.8,-107 21 16.27
47 8 8.15,-107 21 18.82
47 8 7.57,-107 21 21.38
47 8 7.05,-107 21 23.93
47 8 6.59,-107 21 26.49
47 8 6.2,-107 21 29.05
47 8 5.86,-107 21 31.61
47 8 5.57,-107 21 34.17
47 8 5.34,-107 21 36.73
47 8 5.19,-107 21 39.29
47 8 5.11,-107 21 41.84
47 8 5.08,-107 21 44.38
47 8 5.07,-107 21 46.92
47 8 5.07,-107 21 49.45
47 8 5.07,-107 21 51.99
47 8 5.07,-107 21 54.52
47 8 5.08,-107 21 57.04
47 8 5.08,-107 21 59.57
47 8 5.08,-107 21 62.08
47 8 5.09,-107 21 6.46
47 8 5.09,-107 21 67.11
47 8 5.09,-107 21 69.62
47 8 5.09,-107 21 72.13
47 8 5.1,-107 21 74.64
47 8 5.1,-107 21 77.16
47 8 5.1,-107 21 79.68
47 8 5.1,-107 21 8.22
47 8 5.1,-107 21 84.72
47 8 5.1,-107 21 87.24
47 8 5.1,-107 21 89.76
47 8 5.1,-107 21 92.28
47 8 5.11,-107 21 94.81
47 8 5.11,-107 21 97.33
47 8 5.11,-107 21 99.86
47 8 5.11,-107 22 2.38
47 8 5.11,-107 22 4.91
47 8 5.1,-107 22 7.44
47 8 5.08,-107 22 9.97
47 8 5.07,-107 22 1.25
47 8 5.06,-107 22 15.03
47 8 5.06,-107 22 17.56
47 8 5.06,-107 22 20.09
47 8 5.07,-107 22 22.63
47 8 5.07,-107 22 25.17
47 8 5.07,-107 22 27.73
47 8 5.07,-107 22 30.29
47 8 5.06,-107 22 32.87
47 8 5.05,-107 22 35.46
47 8 5.05,-107 22 38.07
47 8 5.04,-107 22 40.69
47 8 5.03,-107 22 43.33
47 8 5.02,-107 22 45.96
47 8 5.01,-107 22 48.59
47 8 50,-107 22 51.21
47 8 50,-107 22 53.82
47 8 50,-107 22 56.41
47 8 50,-107 22 58.99
47 8 50,-107 22 61.55
47 8 4.99,-107 22 64.08
47 8 4.98,-107 22 66.59
47 8 4.98,-107 22 69.09
47 8 4.97,-107 22 71.59
47 8 4.94,-107 22 74.07
47 8 4.86,-107 22 76.54
47 8 4.73,-107 22 7.9
47 8 4.52,-107 22 81.47
47 8 4.22,-107 22 83.92
47 8 3.85,-107 22 86.37
47 8 3.43,-107 22 88.82
47 8 2.97,-107 22 91.26
47 8 2.42,-107 22 93.71
47 8 1.81,-107 22 96.14
47 8 1.18,-107 22 98.57
47 8 5.6,-107 23 10
47 7 99.93,-107 23 3.41
47 7 99.31,-107 23 5.83
47 7 9.87,-107 23 8.24
47 7 98.09,-107 23 10.65
47 7 97.48,-107 23 13.06
47 7 96.87,-107 23 15.46
47 7 96.26,-107 23 17.87
47 7 95.65,-107 23 20.28
47 7 95.05,-107 23 22.69
47 7 94.45,-107 23 2.51
47 7 93.85,-107 23 27.51
47 7 93.25,-107 23 29.92
47 7 92.66,-107 23 32.33
47 7 92.08,-107 23 34.74
47 7 91.51,-107 23 37.15
47 7 90.93,-107 23 39.55
47 7 90.35,-107 23 41.95
47 7 89.77,-107 23 44.34
47 7 89.17,-107 23 46.74
47 7 88.56,-107 23 49.13
47 7 87.95,-107 23 51.52
47 7 87.35,-107 23 5.39
47 7 86.76,-107 23 56.28
47 7 86.16,-107 23 58.67
47 7 85.57,-107 23 61.06
47 7 84.98,-107 23 63.45
47 7 84.39,-107 23 65.84
47 7 83.81,-107 23 68.24
47 7 83.22,-107 23 70.63
47 7 82.63,-107 23 73.03
47 7 82.05,-107 23 75.43
47 7 81.47,-107 23 77.83
47 7 80.89,-107 23 80.25
47 7 8.03,-107 23 82.68
47 7 79.71,-107 23 85.11
47 7 79.13,-107 23 87.56
47 7 78.54,-107 23 90.01
47 7 77.96,-107 23 92.47
47 7 77.39,-107 23 94.92
47 7 76.81,-107 23 97.37
47 7 76.23,-107 23 99.82
47 7 75.65,-107 24 2.28
47 7 75.06,-107 24 4.73
47 7 74.48,-107 24 7.19
47 7 7.39,-107 24 9.64
47 7 73.32,-107 24 12.08
47 7 72.72,-107 24 14.53
47 7 72.11,-107 24 16.97
47 7 71.51,-107 24 1.94
47 7 70.91,-107 24 21.84
47 7 70.31,-107 24 24.28
47 7 69.71,-107 24 26.72
47 7 6.91,-107 24 29.16
47 7 6.85,-107 24 31.59
47 7 6.79,-107 24 34.01
47 7 67.31,-107 24 36.44
47 7 66.71,-107 24 38.85
47 7 66.11,-107 24 41.25
47 7 65.52,-107 24 43.66
47 7 64.93,-107 24 46.07
47 7 64.33,-107 24 48.49
47 7 63.74,-107 24 5.09
47 7 63.14,-107 24 53.32
47 7 62.54,-107 24 55.74
47 7 61.95,-107 24 58.17
47 7 61.35,-107 24 60.59
47 7 60.76,-107 24 6.3
47 7 60.17,-107 24 65.42
47 7 59.59,-107 24 67.83
47 7 5.9,-107 24 70.23
47 7 58.41,-107 24 72.63
47 7 57.82,-107 24 75.03
47 7 57.23,-107 24 77.42
47 7 56.64,-107 24 79.81
47 7 56.06,-107 24 82.21
47 7 55.47,-107 24 8.46
47 7 54.87,-107 24 86.99
47 7 54.27,-107 24 89.39
47 7 53.67,-107 24 9.18
47 7 53.08,-107 24 94.22
47 7 52.49,-107 24 96.64
47 7 51.91,-107 24 99.07
47 7 51.32,-107 25 1.49
47 7 50.74,-107 25 3.92
47 7 50.16,-107 25 6.34
47 7 49.58,-107 25 8.76
47 7 48.99,-107 25 11.18
47 7 48.41,-107 25 13.61
47 7 47.81,-107 25 16.03
47 7 47.22,-107 25 18.45
47 7 46.62,-107 25 20.87
47 7 46.04,-107 25 23.28
47 7 45.45,-107 25 25.68
47 7 44.85,-107 25 28.07
47 7 44.25,-107 25 30.44
47 7 43.66,-107 25 32.81
47 7 43.07,-107 25 35.16
47 7 42.48,-107 25 3.75
47 7 41.89,-107 25 39.83
47 7 41.31,-107 25 42.14
47 7 40.72,-107 25 44.44
47 7 40.13,-107 25 46.74
47 7 39.54,-107 25 49.03
47 7 38.95,-107 25 5.13
47 7 38.36,-107 25 53.57
47 7 37.78,-107 25 55.84
47 7 3.72,-107 25 58.12
47 7 36.61,-107 25 6.04
47 7 36.04,-107 25 62.69
47 7 35.46,-107 25 64.97
47 7 34.88,-107 25 67.25
47 7 34.28,-107 25 69.54
47 7 33.67,-107 25 71.83
47 7 33.05,-107 25 74.13
47 7 32.42,-107 25 76.43
47 7 31.77,-107 25 78.73
47 7 3.11,-107 25 81.03
47 7 30.41,-107 25 83.34
47 7 29.72,-107 25 85.66
47 7 29.01,-107 25 87.99
47 7 28.28,-107 25 90.33
47 7 27.51,-107 25 92.67
47 7 26.71,-107 25 95.03
47 7 2.59,-107 25 97.39
47 7 25.07,-107 25 99.76
47 7 24.21,-107 26 2.14
47 7 23.35,-107 26 4.52
47 7 22.48,-107 26 6.92
47 7 21.59,-107 26 9.31
47 7 20.71,-107 26 11.69
47 7 19.82,-107 26 14.07
47 7 18.93,-107 26 16.44
47 7 18.03,-107 26 1.88
47 7 17.13,-107 26 21.15
47 7 16.23,-107 26 23.48
47 7 15.32,-107 26 25.81
47 7 14.41,-107 26 28.12
47 7 13.51,-107 26 30.43
47 7 12.59,-107 26 32.73
47 7 11.68,-107 26 35.03
47 7 10.75,-107 26 37.32
47 7 9.83,-107 26 3.96
47 7 8.91,-107 26 41.88
47 7 80,-107 26 44.17
47 7 7.1,-107 26 46.46
47 7 6.2,-107 26 48.76
47 7 5.31,-107 26 51.05
47 7 4.42,-107 26 53.35
47 7 3.54,-107 26 55.66
47 7 2.65,-107 26 57.97
47 7 1.77,-107 26 60.28
47 7 8.9,-107 26 6.26
47 7 10,-107 26 64.92
47 6 99.14,-107 26 67.25
47 6 98.26,-107 26 69.59
47 6 97.39,-107 26 71.94
47 6 96.51,-107 26 74.29
47 6 95.63,-107 26 76.65
47 6 94.74,-107 26 79.02
47 6 93.85,-107 26 81.38
47 6 92.96,-107 26 83.75
47 6 92.07,-107 26 86.12
47 6 91.18,-107 26 88.49
47 6 90.29,-107 26 90.87
47 6 89.39,-107 26 93.24
47 6 88.49,-107 26 9.56
47 6 8.76,-107 26 97.97
47 6 86.71,-107 27 3.4
47 6 85.81,-107 27 2.69
47 6 84.91,-107 27 5.05
47 6 8.4,-107 27 7.41
47 6 83.09,-107 27 9.78
47 6 82.18,-107 27 12.14
47 6 81.27,-107 27 14.51
47 6 80.36,-107 27 16.87
47 6 79.46,-107 27 19.24
47 6 78.55,-107 27 21.63
47 6 77.64,-107 27 24.03
47 6 76.74,-107 27 26.44
47 6 75.83,-107 27 28.87
47 6 74.93,-107 27 3.13
47 6 74.02,-107 27 33.76
47 6 73.11,-107 27 36.23
47 6 72.22,-107 27 38.73
47 6 71.32,-107 27 41.26
47 6 70.42,-107 27 43.81
47 6 69.53,-107 27 46.39
47 6 68.65,-107 27 48.99
47 6 67.78,-107 27 51.61
47 6 66.92,-107 27 54.24
47 6 66.07,-107 27 56.88
47 6 65.21,-107 27 59.55
47 6 64.36,-107 27 62.23
47 6 63.51,-107 27 64.93
47 6 62.65,-107 27 67.65
47 6 6.18,-107 27 70.39
47 6 60.96,-107 27 73.14
47 6 60.13,-107 27 75.88
47 6 5.93,-107 27 7.86
47 6 58.46,-107 27 81.29
47 6 57.61,-107 27 83.94
47 6 56.75,-107 27 86.55
47 6 55.88,-107 27 89.13
47 6 5.5,-107 27 91.69
47 6 54.12,-107 27 94.24
47 6 53.24,-107 27 96.78
47 6 52.35,-107 27 99.31
47 6 51.47,-107 28 1.83
47 6 50.58,-107 28 4.33
47 6 49.69,-107 28 6.83
47 6 4.88,-107 28 9.31
47 6 47.92,-107 28 11.79
47 6 47.07,-107 28 14.26
47 6 46.21,-107 28 16.74
47 6 45.36,-107 28 19.22
47 6 4.45,-107 28 21.69
47 6 43.64,-107 28 24.17
47 6 42.81,-107 28 26.67
47 6 41.99,-107 28 29.18
47 6 41.18,-107 28 31.71
47 6 40.36,-107 28 34.25
47 6 39.54,-107 28 36.79
47 6 38.73,-107 28 39.34
47 6 37.92,-107 28 4.19
47 6 37.12,-107 28 44.48
47 6 36.31,-107 28 47.07
47 6 3.55,-107 28 49.66
47 6 34.69,-107 28 52.27
47 6 33.87,-107 28 54.88
47 6 33.06,-107 28 57.51
47 6 32.24,-107 28 60.14
47 6 31.42,-107 28 62.77
47 6 30.59,-107 28 65.41
47 6 29.75,-107 28 68.05
47 6 28.91,-107 28 70.69
47 6 28.06,-107 28 73.34
47 6 27.21,-107 28 7.6
47 6 26.36,-107 28 78.66
47 6 25.52,-107 28 81.32
47 6 24.67,-107 28 83.99
47 6 23.82,-107 28 86.66
47 6 22.95,-107 28 89.34
47 6 22.09,-107 28 92.01
47 6 21.22,-107 28 94.66
47 6 20.35,-107 28 97.29
47 6 19.47,-107 28 9.99
47 6 1.86,-107 29 2.5
47 6 17.73,-107 29 5.09
47 6 16.87,-107 29 7.66
47 6 1.6,-107 29 10.23
47 6 15.14,-107 29 12.77
47 6 14.27,-107 29 15.31
47 6 13.39,-107 29 17.84
47 6 12.51,-107 29 20.36
47 6 11.63,-107 29 22.87
47 6 10.75,-107 29 25.35
47 6 9.88,-107 29 27.83
47 6 9.03,-107 29 30.31
47 6 8.18,-107 29 32.77
47 6 7.34,-107 29 35.24
47 6 6.5,-107 29 37.68
47 6 5.67,-107 29 4.01
47 6 4.83,-107 29 42.51
47 6 40,-107 29 4.49
47 6 3.17,-107 29 47.28
47 6 2.35,-107 29 49.64
47 6 1.53,-107 29 5.2
47 6 7.1,-107 29 54.34
47 5 99.89,-107 29 56.69
47 5 99.08,-107 29 59.02
47 5 98.28,-107 29 61.36
47 5 97.49,-107 29 63.69
47 5 96.69,-107 29 66.02
47 5 95.89,-107 29 68.34
47 5 9.51,-107 29 70.66
47 5 94.32,-107 29 72.98
47 5 93.54,-107 29 75.29
47 5 92.77,-107 29 77.61
47 5 9.2,-107 29 79.92
47 5 91.23,-107 29 82.23
47 5 90.46,-107 29 84.53
47 5 89.69,-107 29 86.84
47 5 88.92,-107 29 89.14
47 5 88.16,-107 29 91.45
47 5 87.39,-107 29 93.75
47 5 86.62,-107 29 96.05
47 5 85.85,-107 29 98.34
47 5 85.09,-107 30 6.4
47 5 84.33,-107 30 2.93
47 5 83.57,-107 30 5.22
47 5 82.82,-107 30 7.5
47 5 82.06,-107 30 9.76
47 5 8.13,-107 30 12.03
47 5 80.54,-107 30 14.29
47 5 79.78,-107 30 16.56
47 5 79.03,-107 30 18.83
47 5 78.27,-107 30 21.11
47 5 77.52,-107 30 23.39
47 5 76.76,-107 30 25.68
47 5 76.01,-107 30 27.97
47 5 75.27,-107 30 30.28
47 5 74.54,-107 30 32.59
47 5 7.38,-107 30 34.93
47 5 73.05,-107 30 37.27
47 5 7.23,-107 30 39.63
47 5 71.55,-107 30 41.98
47 5 7.08,-107 30 44.32
47 5 70.05,-107 30 46.65
47 5 69.31,-107 30 48.98
47 5 68.57,-107 30 5.13
47 5 67.82,-107 30 53.63
47 5 67.06,-107 30 55.96
47 5 66.31,-107 30 58.29
47 5 65.55,-107 30 60.61
47 5 64.79,-107 30 62.92
47 5 64.02,-107 30 65.24
47 5 63.25,-107 30 67.54
47 5 62.47,-107 30 69.83
47 5 6.17,-107 30 72.12
47 5 60.92,-107 30 74.41
