Latitude,Longitude
47 19 1.44,-106 54 58.05
47 19 6.4,-106 54 57.94
47 18 99.82,-106 54 57.83
47 18 98.99,-106 54 57.75
47 18 98.15,-106 54 57.72
47 18 9.73,-106 54 57.73
47 18 96.43,-106 54 5.78
47 18 95.55,-106 54 57.92
47 18 94.65,-106 54 58.09
47 18 93.73,-106 54 5.83
47 18 92.79,-106 54 58.55
47 18 91.82,-106 54 58.81
47 18 90.84,-106 54 59.12
47 18 89.84,-106 54 59.46
47 18 88.82,-106 54 59.86
47 18 87.79,-106 54 6.03
47 18 86.75,-106 54 60.81
47 18 85.74,-106 54 61.37
47 18 84.77,-106 54 6.2
47 18 83.85,-106 54 6.27
47 18 82.94,-106 54 63.47
47 18 82.07,-106 54 64.32
47 18 81.22,-106 54 65.23
47 18 8.04,-106 54 66.22
47 18 79.57,-106 54 67.26
47 18 78.74,-106 54 68.34
47 18 7.79,-106 54 69.46
47 18 77.04,-106 54 70.61
47 18 76.17,-106 54 71.82
47 18 75.28,-106 54 73.08
47 18 74.38,-106 54 7.44
47 18 73.47,-106 54 7.58
47 18 72.56,-106 54 77.28
47 18 71.65,-106 54 78.83
47 18 70.74,-106 54 80.44
47 18 69.84,-106 54 82.12
47 18 68.98,-106 54 83.85
47 18 68.15,-106 54 85.65
47 18 67.35,-106 54 87.53
47 18 66.57,-106 54 89.45
47 18 65.82,-106 54 91.41
47 18 65.11,-106 54 93.42
47 18 64.42,-106 54 95.47
47 18 63.76,-106 54 97.56
47 18 63.13,-106 54 99.68
47 18 62.54,-106 55 1.85
47 18 61.97,-106 55 4.05
47 18 61.44,-106 55 6.26
47 18 60.94,-106 55 8.46
47 18 60.51,-106 55 10.69
47 18 60.13,-106 55 12.93
47 18 5.98,-106 55 15.19
47 18 59.49,-106 55 17.45
47 18 59.18,-106 55 19.72
47 18 58.89,-106 55 22.01
47 18 5.86,-106 55 24.34
47 18 5.83,-106 55 26.69
47 18 57.98,-106 55 29.06
47 18 57.65,-106 55 31.43
47 18 57.33,-106 55 33.79
47 18 57.01,-106 55 36.15
47 18 56.69,-106 55 38.51
47 18 56.37,-106 55 40.84
47 18 56.04,-106 55 43.14
47 18 55.71,-106 55 45.44
47 18 55.38,-106 55 47.75
47 18 55.04,-106 55 50.07
47 18 5.47,-106 55 5.24
47 18 54.36,-106 55 54.74
47 18 5.4,-106 55 57.08
47 18 53.65,-106 55 59.42
47 18 5.33,-106 55 61.75
47 18 52.94,-106 55 64.07
47 18 52.59,-106 55 66.38
47 18 52.24,-106 55 68.67
47 18 5.19,-106 55 70.95
47 18 51.55,-106 55 73.23
47 18 51.21,-106 55 7.55
47 18 50.87,-106 55 77.76
47 18 50.53,-106 55 80.01
47 18 50.18,-106 55 82.24
47 18 49.83,-106 55 84.45
47 18 49.48,-106 55 86.65
47 18 49.14,-106 55 88.82
47 18 48.79,-106 55 90.99
47 18 48.44,-106 55 93.15
47 18 48.09,-106 55 9.53
47 18 47.75,-106 55 97.44
47 18 4.74,-106 55 99.58
47 18 47.05,-106 56 1.73
47 18 46.69,-106 56 3.9
47 18 46.31,-106 56 6.08
47 18 4.59,-106 56 8.27
47 18 45.44,-106 56 10.48
47 18 44.96,-106 56 12.71
47 18 44.47,-106 56 14.96
47 18 43.96,-106 56 1.72
47 18 43.42,-106 56 19.43
47 18 42.86,-106 56 21.66
47 18 42.27,-106 56 23.89
47 18 41.67,-106 56 26.13
47 18 41.06,-106 56 28.36
47 18 40.44,-106 56 3.06
47 18 39.82,-106 56 32.83
47 18 39.19,-106 56 35.06
47 18 38.56,-106 56 37.29
47 18 37.92,-106 56 39.55
47 18 37.28,-106 56 41.83
47 18 36.64,-106 56 44.15
47 18 36.01,-106 56 46.49
47 18 35.37,-106 56 48.86
47 18 34.74,-106 56 51.24
47 18 34.11,-106 56 53.64
47 18 33.48,-106 56 56.05
47 18 32.85,-106 56 58.47
47 18 32.22,-106 56 60.88
47 18 31.59,-106 56 63.29
47 18 30.95,-106 56 65.69
47 18 30.31,-106 56 68.09
47 18 29.66,-106 56 70.48
47 18 2.9,-106 56 72.88
47 18 28.34,-106 56 75.27
47 18 27.67,-106 56 77.67
47 18 2.7,-106 56 80.08
47 18 26.32,-106 56 82.49
47 18 25.64,-106 56 8.49
47 18 24.96,-106 56 87.28
47 18 24.27,-106 56 89.65
47 18 23.59,-106 56 92.02
47 18 2.29,-106 56 94.38
47 18 22.22,-106 56 96.75
47 18 21.55,-106 56 99.11
47 18 20.87,-106 57 1.47
47 18 20.19,-106 57 3.81
47 18 19.51,-106 57 6.16
47 18 18.82,-106 57 8.5
47 18 18.13,-106 57 10.85
47 18 17.45,-106 57 13.21
47 18 16.77,-106 57 15.58
47 18 1.61,-106 57 17.96
47 18 15.43,-106 57 20.35
47 18 14.76,-106 57 22.77
47 18 14.09,-106 57 25.19
47 18 13.42,-106 57 27.62
47 18 12.75,-106 57 30.06
47 18 12.09,-106 57 3.25
47 18 11.43,-106 57 34.95
47 18 10.76,-106 57 3.74
47 18 1.01,-106 57 39.86
47 18 9.44,-106 57 4.23
47 18 8.77,-106 57 44.75
47 18 8.1,-106 57 4.72
47 18 7.44,-106 57 49.65
47 18 6.77,-106 57 52.09
47 18 6.1,-106 57 54.52
47 18 5.41,-106 57 56.95
47 18 4.72,-106 57 59.39
47 18 4.01,-106 57 61.82
47 18 3.31,-106 57 64.26
47 18 2.61,-106 57 6.67
47 18 1.91,-106 57 69.14
47 18 1.21,-106 57 71.59
47 18 5.2,-106 57 74.04
47 17 99.83,-106 57 76.49
47 17 99.15,-106 57 78.94
47 17 98.46,-106 57 81.39
47 17 97.76,-106 57 83.85
47 17 97.07,-106 57 8.63
47 17 96.38,-106 57 88.76
47 17 95.69,-106 57 91.22
47 17 9.5,-106 57 93.67
47 17 94.31,-106 57 96.12
47 17 93.62,-106 57 98.58
47 17 92.93,-106 58 1.03
47 17 92.24,-106 58 3.48
47 17 91.55,-106 58 5.93
47 17 90.85,-106 58 8.37
47 17 90.15,-106 58 10.81
47 17 89.45,-106 58 13.25
47 17 88.75,-106 58 15.68
47 17 88.05,-106 58 18.12
47 17 87.35,-106 58 20.56
47 17 86.66,-106 58 2.3
47 17 85.96,-106 58 25.44
47 17 85.27,-106 58 27.89
47 17 84.57,-106 58 30.34
47 17 83.88,-106 58 32.79
47 17 8.32,-106 58 35.23
47 17 8.25,-106 58 37.67
47 17 81.81,-106 58 4.01
47 17 81.12,-106 58 42.54
47 17 80.44,-106 58 44.97
47 17 79.75,-106 58 4.74
47 17 79.06,-106 58 49.82
47 17 78.37,-106 58 52.24
47 17 77.68,-106 58 54.66
47 17 76.99,-106 58 57.07
47 17 76.31,-106 58 59.47
47 17 75.61,-106 58 61.88
47 17 74.92,-106 58 64.27
47 17 74.22,-106 58 66.67
47 17 73.52,-106 58 69.07
47 17 72.83,-106 58 71.46
47 17 72.14,-106 58 73.86
47 17 71.45,-106 58 76.25
47 17 70.77,-106 58 78.64
47 17 70.09,-106 58 81.04
47 17 69.41,-106 58 83.43
47 17 68.73,-106 58 85.83
47 17 68.05,-106 58 88.23
47 17 67.37,-106 58 90.64
47 17 66.69,-106 58 93.05
47 17 66.01,-106 58 95.46
47 17 65.33,-106 58 97.88
47 17 64.65,-106 59 3.1
47 17 63.98,-106 59 2.75
47 17 6.33,-106 59 5.21
47 17 62.61,-106 59 7.69
47 17 61.93,-106 59 10.16
47 17 61.25,-106 59 12.56
47 17 60.57,-106 59 14.89
47 17 59.89,-106 59 17.15
47 17 59.21,-106 59 19.34
47 17 58.53,-106 59 21.48
47 17 57.85,-106 59 23.57
47 17 57.18,-106 59 2.56
47 17 56.53,-106 59 27.58
47 17 55.89,-106 59 29.51
47 17 55.29,-106 59 31.45
47 17 54.72,-106 59 3.34
47 17 54.18,-106 59 35.37
47 17 5.37,-106 59 37.37
47 17 53.26,-106 59 3.94
47 17 52.88,-106 59 41.49
47 17 52.53,-106 59 43.63
47 17 5.22,-106 59 45.81
47 17 51.89,-106 59 48.04
47 17 5.16,-106 59 50.31
47 17 51.31,-106 59 52.63
47 17 51.04,-106 59 5.5
47 17 50.77,-106 59 57.41
47 17 50.49,-106 59 59.87
47 17 5.02,-106 59 62.38
47 17 49.92,-106 59 64.92
47 17 49.64,-106 59 67.48
47 17 49.35,-106 59 70.01
47 17 49.05,-106 59 72.49
47 17 48.73,-106 59 7.49
47 17 48.41,-106 59 77.24
47 17 48.07,-106 59 79.55
47 17 47.74,-106 59 81.84
47 17 47.39,-106 59 84.13
47 17 47.04,-106 59 86.42
47 17 46.68,-106 59 88.73
47 17 46.31,-106 59 91.03
47 17 45.94,-106 59 93.34
47 17 45.57,-106 59 95.66
47 17 45.22,-106 59 97.99
47 17 44.87,-106 0 3.2
47 17 44.52,-106 0 2.66
47 17 44.18,-107 0 50
47 17 43.84,-107 0 7.33
47 17 4.35,-107 0 9.67
47 17 43.17,-107 0 1.2
47 17 42.83,-107 0 14.33
47 17 42.49,-107 0 16.65
47 17 42.15,-107 0 18.97
47 17 41.82,-107 0 21.28
47 17 41.49,-107 0 23.59
47 17 41.16,-107 0 2.59
47 17 40.83,-107 0 28.21
47 17 4.05,-107 0 30.54
47 17 40.15,-107 0 32.87
47 17 39.81,-107 0 35.22
47 17 39.47,-107 0 37.59
47 17 39.12,-107 0 39.97
47 17 38.78,-107 0 42.38
47 17 38.44,-107 0 44.84
47 17 3.81,-107 0 47.34
47 17 37.77,-107 0 49.88
47 17 37.44,-107 0 52.42
47 17 37.11,-107 0 54.96
47 17 36.78,-107 0 5.75
47 17 36.45,-107 0 60.04
47 17 36.12,-107 0 62.57
47 17 35.78,-107 0 6.51
47 17 35.44,-107 0 67.64
47 17 35.09,-107 0 70.18
47 17 34.74,-107 0 72.71
47 17 34.37,-107 0 75.24
47 17 3.4,-107 0 77.77
47 17 33.63,-107 0 80.31
47 17 33.26,-107 0 82.84
47 17 32.88,-107 0 85.38
47 17 32.51,-107 0 87.92
47 17 32.14,-107 0 90.46
47 17 31.77,-107 0 93.01
47 17 3.14,-107 0 95.56
47 17 31.03,-107 0 98.09
47 17 30.66,-107 1 6.1
47 17 30.28,-107 1 3.1
47 17 29.92,-107 1 5.57
47 17 29.55,-107 1 7.99
47 17 29.18,-107 1 10.38
47 17 28.81,-107 1 12.71
47 17 28.45,-107 1 1.5
47 17 28.08,-107 1 17.24
47 17 2.77,-107 1 19.45
47 17 27.32,-107 1 21.63
47 17 26.93,-107 1 23.81
47 17 26.51,-107 1 25.98
47 17 26.03,-107 1 28.13
47 17 25.49,-107 1 30.29
47 17 2.49,-107 1 32.45
47 17 24.24,-107 1 3.46
47 17 23.52,-107 1 36.74
47 17 22.74,-107 1 38.88
47 17 2.19,-107 1 41.02
47 17 2.1,-107 1 43.16
47 17 20.07,-107 1 45.29
47 17 19.11,-107 1 47.42
47 17 18.15,-107 1 49.56
47 17 17.18,-107 1 51.69
47 17 16.21,-107 1 53.82
47 17 15.24,-107 1 55.94
47 17 14.29,-107 1 58.05
47 17 13.33,-107 1 60.16
47 17 12.37,-107 1 62.27
47 17 11.41,-107 1 64.39
47 17 10.45,-107 1 66.49
47 17 9.5,-107 1 68.59
47 17 8.54,-107 1 70.69
47 17 7.59,-107 1 72.79
47 17 6.64,-107 1 74.88
47 17 5.69,-107 1 76.97
47 17 4.74,-107 1 79.05
47 17 3.79,-107 1 81.13
47 17 2.85,-107 1 8.32
47 17 1.9,-107 1 85.27
47 17 9.7,-107 1 87.34
47 17 30,-107 1 89.41
47 16 9.91,-107 1 91.47
47 16 98.16,-107 1 93.54
47 16 97.23,-107 1 95.64
47 16 9.63,-107 1 97.75
47 16 95.37,-107 1 9.99
47 16 94.44,-107 2 2.08
47 16 93.52,-107 2 4.28
47 16 9.26,-107 2 6.51
47 16 91.68,-107 2 8.78
47 16 90.77,-107 2 11.07
47 16 89.86,-107 2 13.39
47 16 88.95,-107 2 15.72
47 16 88.04,-107 2 18.06
47 16 87.12,-107 2 20.41
47 16 86.21,-107 2 22.75
47 16 85.31,-107 2 2.51
47 16 84.42,-107 2 27.45
47 16 83.54,-107 2 29.79
47 16 82.65,-107 2 32.14
47 16 81.78,-107 2 34.47
47 16 80.91,-107 2 36.81
47 16 80.05,-107 2 39.14
47 16 7.92,-107 2 41.47
47 16 78.37,-107 2 4.38
47 16 77.56,-107 2 46.13
47 16 76.77,-107 2 48.46
47 16 75.97,-107 2 50.78
47 16 75.18,-107 2 53.09
47 16 74.39,-107 2 55.41
47 16 73.61,-107 2 57.73
47 16 72.82,-107 2 60.04
47 16 72.04,-107 2 62.35
47 16 71.26,-107 2 64.67
47 16 70.48,-107 2 66.99
47 16 6.97,-107 2 6.93
47 16 68.92,-107 2 71.61
47 16 68.14,-107 2 73.92
47 16 67.36,-107 2 76.23
47 16 66.58,-107 2 78.54
47 16 6.58,-107 2 80.85
47 16 65.02,-107 2 83.17
47 16 64.25,-107 2 85.49
47 16 63.47,-107 2 8.78
47 16 6.27,-107 2 9.01
47 16 61.94,-107 2 92.41
47 16 61.16,-107 2 94.71
47 16 60.38,-107 2 97.01
47 16 59.61,-107 2 99.29
47 16 58.83,-107 3 1.58
47 16 58.05,-107 3 3.86
47 16 57.27,-107 3 6.14
47 16 56.49,-107 3 8.42
47 16 5.57,-107 3 10.71
47 16 54.93,-107 3 12.99
47 16 54.15,-107 3 15.27
47 16 53.38,-107 3 17.55
47 16 52.61,-107 3 19.83
47 16 51.85,-107 3 2.21
47 16 51.09,-107 3 24.37
47 16 50.32,-107 3 26.64
47 16 49.55,-107 3 28.91
47 16 48.78,-107 3 31.17
47 16 48.01,-107 3 33.44
47 16 47.25,-107 3 35.71
47 16 46.49,-107 3 37.98
47 16 45.73,-107 3 40.26
47 16 44.97,-107 3 42.53
47 16 44.21,-107 3 44.79
47 16 43.44,-107 3 47.05
47 16 42.68,-107 3 4.93
47 16 41.91,-107 3 51.55
47 16 41.15,-107 3 5.38
47 16 40.38,-107 3 56.04
47 16 39.62,-107 3 58.29
47 16 38.85,-107 3 60.54
47 16 38.08,-107 3 6.28
47 16 37.32,-107 3 65.06
47 16 36.56,-107 3 67.32
47 16 3.58,-107 3 69.59
47 16 35.04,-107 3 71.85
47 16 34.28,-107 3 74.14
47 16 33.53,-107 3 76.44
47 16 32.78,-107 3 78.75
47 16 32.03,-107 3 81.07
47 16 31.28,-107 3 83.41
47 16 30.53,-107 3 85.76
47 16 29.78,-107 3 88.14
47 16 29.03,-107 3 90.53
47 16 28.28,-107 3 92.95
47 16 27.52,-107 3 95.38
47 16 26.74,-107 3 97.84
47 16 25.97,-107 4 2.9
47 16 25.21,-107 4 2.75
47 16 24.46,-107 4 5.23
47 16 23.72,-107 4 7.71
47 16 22.99,-107 4 1.02
47 16 22.27,-107 4 1.27
47 16 21.57,-107 4 1.52
47 16 20.88,-107 4 17.71
47 16 2.02,-107 4 20.21
47 16 19.52,-107 4 22.72
47 16 18.87,-107 4 25.22
47 16 18.23,-107 4 27.72
47 16 17.59,-107 4 30.23
47 16 16.98,-107 4 32.73
47 16 1.64,-107 4 35.23
47 16 15.83,-107 4 37.72
47 16 15.28,-107 4 4.02
47 16 14.74,-107 4 42.68
47 16 14.22,-107 4 45.16
47 16 13.69,-107 4 47.62
47 16 13.17,-107 4 50.08
47 16 12.65,-107 4 52.54
47 16 12.12,-107 4 54.99
47 16 1.16,-107 4 57.44
47 16 11.08,-107 4 59.89
47 16 10.57,-107 4 62.33
47 16 10.05,-107 4 64.78
47 16 9.53,-107 4 67.22
47 16 9.02,-107 4 69.65
47 16 8.52,-107 4 72.09
47 16 8.01,-107 4 74.53
47 16 7.5,-107 4 76.98
47 16 6.99,-107 4 79.42
47 16 6.47,-107 4 81.85
47 16 5.96,-107 4 8.43
47 16 5.45,-107 4 86.73
47 16 4.95,-107 4 89.17
47 16 4.44,-107 4 91.61
47 16 3.93,-107 4 94.05
47 16 3.42,-107 4 96.49
47 16 2.92,-107 4 98.94
47 16 2.41,-107 5 1.39
47 16 1.91,-107 5 3.84
47 16 1.41,-107 5 6.29
47 16 90,-107 5 8.74
47 16 3.9,-107 5 1.12
47 15 99.88,-107 5 13.65
47 15 99.38,-107 5 16.11
47 15 98.87,-107 5 18.57
47 15 98.36,-107 5 21.04
47 15 97.86,-107 5 2.35
47 15 97.35,-107 5 25.96
47 15 96.85,-107 5 2.84
47 15 96.34,-107 5 30.84
47 15 95.83,-107 5 33.27
47 15 95.33,-107 5 3.57
47 15 94.82,-107 5 38.12
47 15 9.43,-107 5 40.55
47 15 93.78,-107 5 42.97
47 15 93.27,-107 5 45.39
47 15 92.75,-107 5 47.81
47 15 92.24,-107 5 50.22
47 15 91.73,-107 5 52.61
47 15 91.21,-107 5 5.5
47 15 90.67,-107 5 57.38
47 15 90.13,-107 5 59.74
47 15 89.57,-107 5 6.21
47 15 88.99,-107 5 64.46
47 15 8.84,-107 5 66.81
47 15 87.79,-107 5 69.16
47 15 87.16,-107 5 71.51
47 15 8.65,-107 5 73.85
47 15 85.83,-107 5 7.62
47 15 85.14,-107 5 78.55
47 15 84.43,-107 5 80.89
47 15 83.71,-107 5 83.22
47 15 82.98,-107 5 85.54
47 15 82.24,-107 5 87.85
47 15 81.48,-107 5 90.15
47 15 80.73,-107 5 92.45
47 15 79.97,-107 5 94.74
47 15 79.21,-107 5 97.04
47 15 78.45,-107 5 99.32
47 15 7.77,-107 6 1.61
47 15 76.94,-107 6 3.89
47 15 76.18,-107 6 6.18
47 15 75.42,-107 6 8.46
47 15 74.66,-107 6 10.74
47 15 73.91,-107 6 13.01
47 15 73.15,-107 6 15.29
47 15 72.41,-107 6 17.57
47 15 71.66,-107 6 19.87
47 15 70.92,-107 6 22.16
47 15 70.17,-107 6 24.47
47 15 69.43,-107 6 26.77
47 15 6.87,-107 6 29.08
47 15 67.96,-107 6 31.39
47 15 67.23,-107 6 33.71
47 15 6.65,-107 6 36.04
47 15 65.77,-107 6 38.38
47 15 65.03,-107 6 40.72
47 15 6.43,-107 6 43.06
47 15 63.56,-107 6 45.41
47 15 62.83,-107 6 47.75
47 15 62.09,-107 6 50.09
47 15 61.34,-107 6 52.43
47 15 6.06,-107 6 54.76
47 15 59.85,-107 6 5.71
47 15 5.91,-107 6 59.43
47 15 58.35,-107 6 61.76
47 15 57.61,-107 6 6.41
47 15 56.85,-107 6 66.44
47 15 56.09,-107 6 6.88
47 15 55.34,-107 6 71.16
47 15 54.58,-107 6 73.54
47 15 53.82,-107 6 75.93
47 15 53.07,-107 6 78.33
47 15 52.31,-107 6 80.73
47 15 51.57,-107 6 83.15
47 15 50.82,-107 6 85.57
47 15 50.07,-107 6 8.8
47 15 49.33,-107 6 90.43
47 15 48.59,-107 6 92.88
47 15 47.85,-107 6 95.34
47 15 47.12,-107 6 9.78
47 15 46.42,-107 7 2.7
47 15 45.73,-107 7 2.74
47 15 45.07,-107 7 5.22
47 15 44.42,-107 7 7.7
47 15 43.79,-107 7 10.19
47 15 43.17,-107 7 12.67
47 15 42.56,-107 7 15.16
47 15 41.96,-107 7 17.65
47 15 41.38,-107 7 20.14
47 15 40.81,-107 7 22.65
47 15 40.26,-107 7 25.15
47 15 39.72,-107 7 27.66
47 15 3.92,-107 7 30.16
47 15 38.69,-107 7 32.65
47 15 38.19,-107 7 35.11
47 15 37.72,-107 7 37.55
47 15 37.26,-107 7 39.97
47 15 36.79,-107 7 42.35
47 15 36.32,-107 7 4.47
47 15 35.84,-107 7 4.7
47 15 35.38,-107 7 49.25
47 15 34.91,-107 7 51.45
47 15 34.45,-107 7 53.59
47 15 33.97,-107 7 55.68
47 15 33.48,-107 7 57.71
47 15 32.98,-107 7 59.67
47 15 32.42,-107 7 61.57
47 15 31.81,-107 7 63.41
47 15 31.16,-107 7 65.19
47 15 30.46,-107 7 66.93
47 15 29.69,-107 7 68.66
47 15 28.87,-107 7 70.39
47 15 27.99,-107 7 72.12
47 15 27.05,-107 7 73.84
47 15 26.04,-107 7 75.57
47 15 24.99,-107 7 77.29
47 15 23.89,-107 7 79.02
47 15 22.73,-107 7 80.74
47 15 21.52,-107 7 82.47
47 15 20.27,-107 7 84.19
47 15 18.97,-107 7 85.91
47 15 17.66,-107 7 87.64
47 15 16.35,-107 7 89.37
47 15 15.05,-107 7 9.11
47 15 13.75,-107 7 92.84
47 15 12.45,-107 7 94.58
47 15 11.16,-107 7 96.32
47 15 9.87,-107 7 98.07
47 15 8.58,-107 7 99.82
47 15 7.29,-107 8 1.58
47 15 60,-107 8 3.34
47 15 4.71,-107 8 5.09
47 15 3.42,-107 8 6.85
47 15 2.14,-107 8 8.61
47 15 8.6,-107 8 10.36
47 14 99.58,-107 8 12.11
47 14 98.29,-107 8 13.85
47 14 9.7,-107 8 15.59
47 14 95.71,-107 8 17.33
47 14 94.42,-107 8 19.06
47 14 93.13,-107 8 2.08
47 14 91.83,-107 8 22.54
47 14 90.54,-107 8 24.28
47 14 89.23,-107 8 26.02
47 14 87.94,-107 8 27.78
47 14 86.64,-107 8 29.53
47 14 85.35,-107 8 31.28
47 14 84.05,-107 8 33.03
47 14 82.76,-107 8 34.78
47 14 81.47,-107 8 36.53
47 14 80.17,-107 8 38.27
47 14 78.88,-107 8 40.02
47 14 77.58,-107 8 41.77
47 14 76.29,-107 8 43.51
47 14 74.99,-107 8 45.25
47 14 7.37,-107 8 46.98
47 14 72.41,-107 8 48.71
47 14 71.11,-107 8 50.44
47 14 69.82,-107 8 52.17
47 14 68.52,-107 8 5.39
47 14 67.23,-107 8 55.62
47 14 65.94,-107 8 57.34
47 14 64.65,-107 8 59.06
47 14 63.36,-107 8 60.78
47 14 62.08,-107 8 62.49
47 14 6.08,-107 8 64.21
47 14 59.52,-107 8 65.93
47 14 58.24,-107 8 67.64
47 14 56.95,-107 8 69.36
47 14 55.67,-107 8 71.08
47 14 5.44,-107 8 7.28
47 14 53.12,-107 8 74.52
47 14 51.85,-107 8 76.25
47 14 50.57,-107 8 77.97
47 14 4.93,-107 8 79.68
47 14 48.02,-107 8 81.41
47 14 46.75,-107 8 83.13
47 14 45.48,-107 8 84.85
47 14 44.21,-107 8 86.57
47 14 42.93,-107 8 88.29
47 14 41.66,-107 8 90.02
47 14 40.39,-107 8 91.74
47 14 39.12,-107 8 93.46
47 14 37.85,-107 8 95.17
47 14 36.58,-107 8 96.89
47 14 35.32,-107 8 98.62
47 14 34.05,-107 9 3.4
47 14 32.78,-107 9 2.06
47 14 31.51,-107 9 3.77
47 14 30.24,-107 9 5.49
47 14 28.97,-107 9 7.21
47 14 2.77,-107 9 8.92
47 14 26.43,-107 9 10.64
47 14 25.15,-107 9 12.36
47 14 23.88,-107 9 14.09
47 14 2.26,-107 9 15.83
47 14 21.33,-107 9 17.59
47 14 20.07,-107 9 19.37
47 14 1.88,-107 9 21.16
47 14 17.53,-107 9 22.96
47 14 16.26,-107 9 24.74
47 14 14.99,-107 9 26.52
47 14 13.72,-107 9 2.83
47 14 12.45,-107 9 30.07
47 14 11.17,-107 9 31.84
47 14 9.89,-107 9 33.62
47 14 8.61,-107 9 35.39
47 14 7.33,-107 9 37.16
47 14 6.04,-107 9 38.92
47 14 4.74,-107 9 40.67
47 14 3.43,-107 9 42.42
47 14 2.11,-107 9 44.17
47 14 7.9,-107 9 4.59
47 13 99.47,-107 9 47.62
47 13 98.15,-107 9 49.34
47 13 96.83,-107 9 51.07
47 13 95.51,-107 9 5.28
47 13 9.42,-107 9 54.53
47 13 92.89,-107 9 56.26
47 13 91.59,-107 9 5.8
47 13 90.28,-107 9 59.75
47 13 88.98,-107 9 61.51
47 13 87.69,-107 9 6.33
47 13 86.41,-107 9 65.12
47 13 85.12,-107 9 66.95
47 13 83.84,-107 9 68.79
47 13 82.57,-107 9 70.65
47 13 81.29,-107 9 72.53
47 13 80.03,-107 9 74.42
47 13 78.76,-107 9 76.34
47 13 77.51,-107 9 78.26
47 13 76.26,-107 9 8.02
47 13 75.02,-107 9 82.13
47 13 73.79,-107 9 84.07
47 13 72.58,-107 9 86.01
47 13 71.39,-107 9 87.95
47 13 7.02,-107 9 8.99
47 13 69.02,-107 9 91.85
47 13 67.85,-107 9 9.38
47 13 6.67,-107 9 95.76
47 13 65.55,-107 9 97.72
47 13 64.41,-107 9 9.97
47 13 63.28,-107 10 1.7
47 13 62.16,-107 10 3.7
47 13 61.05,-107 10 5.72
47 13 59.95,-107 10 7.74
47 13 58.85,-107 10 9.76
47 13 57.75,-107 10 11.78
47 13 56.66,-107 10 13.79
47 13 55.57,-107 10 1.58
47 13 54.47,-107 10 17.81
47 13 53.37,-107 10 19.82
47 13 52.26,-107 10 21.83
47 13 51.14,-107 10 23.84
47 13 50.01,-107 10 25.83
47 13 48.87,-107 10 27.82
47 13 47.74,-107 10 2.98
47 13 4.66,-107 10 31.78
47 13 45.45,-107 10 33.75
47 13 44.31,-107 10 35.73
47 13 43.17,-107 10 37.71
47 13 42.02,-107 10 39.68
47 13 40.88,-107 10 41.65
47 13 39.75,-107 10 43.63
47 13 38.62,-107 10 4.56
47 13 37.49,-107 10 47.59
47 13 36.36,-107 10 49.57
47 13 35.22,-107 10 51.56
47 13 34.09,-107 10 53.54
47 13 32.95,-107 10 55.53
47 13 31.83,-107 10 57.52
47 13 3.07,-107 10 59.52
47 13 29.58,-107 10 61.51
47 13 28.47,-107 10 63.49
47 13 27.35,-107 10 65.48
47 13 26.23,-107 10 67.48
47 13 25.11,-107 10 69.46
47 13 23.99,-107 10 71.44
47 13 22.87,-107 10 73.41
47 13 21.74,-107 10 75.38
47 13 20.61,-107 10 77.35
47 13 19.49,-107 10 79.32
47 13 18.36,-107 10 81.28
47 13 17.24,-107 10 83.25
47 13 16.12,-107 10 85.21
47 13 14.99,-107 10 87.17
47 13 13.87,-107 10 89.13
47 13 12.75,-107 10 9.11
47 13 11.63,-107 10 93.06
47 13 1.05,-107 10 95.02
47 13 9.37,-107 10 96.99
47 13 8.24,-107 10 98.95
47 13 7.12,-107 11 9.1
47 13 60,-107 11 2.88
47 13 4.88,-107 11 4.85
47 13 3.77,-107 11 6.81
47 13 2.65,-107 11 8.78
47 13 1.53,-107 11 10.75
47 13 4.2,-107 11 12.72
47 12 99.31,-107 11 14.69
47 12 98.19,-107 11 16.67
47 12 97.08,-107 11 18.64
47 12 95.96,-107 11 20.62
47 12 94.85,-107 11 2.26
47 12 93.73,-107 11 24.59
47 12 92.61,-107 11 26.59
47 12 91.49,-107 11 28.59
47 12 90.38,-107 11 3.06
47 12 89.26,-107 11 32.63
47 12 88.14,-107 11 34.65
47 12 87.03,-107 11 36.67
47 12 85.91,-107 11 38.69
47 12 84.79,-107 11 40.71
47 12 83.67,-107 11 42.73
47 12 82.55,-107 11 44.75
47 12 81.42,-107 11 46.78
47 12 80.29,-107 11 4.88
47 12 79.15,-107 11 50.83
47 12 78.01,-107 11 52.86
47 12 76.87,-107 11 5.49
47 12 75.73,-107 11 56.93
47 12 74.59,-107 11 58.95
47 12 73.44,-107 11 60.98
47 12 72.29,-107 11 6.3
47 12 71.13,-107 11 65.03
47 12 69.98,-107 11 67.06
47 12 68.83,-107 11 69.09
47 12 67.68,-107 11 71.12
47 12 66.53,-107 11 73.15
47 12 65.38,-107 11 75.17
47 12 64.23,-107 11 7.72
47 12 63.09,-107 11 79.24
47 12 61.94,-107 11 81.28
47 12 60.79,-107 11 83.32
47 12 59.63,-107 11 85.35
47 12 58.48,-107 11 87.39
47 12 57.33,-107 11 89.43
47 12 56.18,-107 11 91.47
47 12 55.02,-107 11 93.52
47 12 53.86,-107 11 95.56
47 12 52.71,-107 11 97.58
47 12 51.55,-107 11 99.58
47 12 5.04,-107 12 1.54
47 12 49.25,-107 12 3.48
47 12 4.81,-107 12 5.39
47 12 46.95,-107 12 7.27
